Video_id,Category_id,Title,Description,url_default,Channel_id,Publish_time
vKM7nXeFL3Q,27,Social Media Strategy | Which platform should your business be on?,Not sure what your social media marketing strategy should be for your small business? All the platforms stressing you out?,https://i.ytimg.com/vi/vKM7nXeFL3Q/default.jpg,UCs7qwxT0HL2fLTtVrt4i45w,2016-07-05T11:00:02Z
zPvzsKwQRGc,27,ULTIMATE Social Media Marketing Plan for Real Estate Agents 2023 [EVERY PLATFORM],BRAND NEW Social Media for Realtors 2023 The ultimate Social Media Marketing Plan for Real Estate Agents on EVERY ...,https://i.ytimg.com/vi/zPvzsKwQRGc/default.jpg,UCIZwIF-RyQxQNroTd5AFKNQ,2022-04-27T12:00:30Z
RMVNt-_lMAg,27,20+ Social Media Post Ideas to Radically Simplify Your Marketing,Do you struggle with planning your social media content? Wondering how to quickly and easily develop organic content that ...,https://i.ytimg.com/vi/RMVNt-_lMAg/default.jpg,UCS3lFRhXKfCZ8FvRqPjy9NA,2021-08-11T14:00:21Z
bJj8XEw-zCg,27,How Social Media Destroys Your Life? | Science behind Addiction | Dhruv Rathee,"How many times do you scroll Instagram, YouTube, Facebook, or any other such social media platform in an hour? Probably ...",https://i.ytimg.com/vi/bJj8XEw-zCg/default.jpg,UC-CSyyi47VX1lD9zyeABW3w,2022-05-12T15:31:36Z
2d4D6Hs4Yxk,27,20 Social Media Tactics to Sell Homes FAST!,"Guaranteed Leads, Listings, & Closings https://bit.ly/3GiH7Df In this video, I, Chastin J. Miles, your go-to real estate agent, lay ...",https://i.ytimg.com/vi/2d4D6Hs4Yxk/default.jpg,UCuXovghMTETSm-amUsoX8iA,2019-02-01T21:43:15Z
1Ev2FTrgVJg,27,Social Media for Business - Which Network is Right For You?,Social Media for business marketing http://www.leftclickrightclick.com In this video we look at the differences between the main ...,https://i.ytimg.com/vi/1Ev2FTrgVJg/default.jpg,UCVHNjtrbe3JfB7YY8e991FQ,2016-08-25T15:34:45Z
cKywnUGT_Kc,27,Understanding the Impact of Social Media,"Professor Huggy Rao, Lecturer Rob Siegel, MBA '94, and Michelle Cline, MBA '98, talk about the active use of social media and ...",https://i.ytimg.com/vi/cKywnUGT_Kc/default.jpg,UCGwuxdEeCf0TIA2RbPOj-8g,2020-06-02T20:05:55Z
4fpxpJej0Jk,27,The Dark Reality of Social Media!,This Is How Social Media Is Destroying Your Life - The Fake Reality --------------------------------------------- INSTAGRAM ...,https://i.ytimg.com/vi/4fpxpJej0Jk/default.jpg,UC1gDWPG73kPaiTdat8ypvAA,2021-12-20T11:35:53Z
gICkRubcBDk,27,How Social Media Is Changing Your Brain | 4 Major Impacts of Social Media on our Brains | in Hindi,"This is how Social Media changes your Brain, In this video i have talked about 4 major impacts of Social media on our Brain.",https://i.ytimg.com/vi/gICkRubcBDk/default.jpg,UCoWhIOUIUCeMxJw4XVbI_6A,2021-09-26T05:37:05Z
FBpCSDvHfj4,27,How To Market Your Woodworking Business On Social Media,"To get your free copy of Zach's Ebook “Handmade Business Secrets”, Please click here ...",https://i.ytimg.com/vi/FBpCSDvHfj4/default.jpg,UC4lvPJb78E_MUOAug4w0_Bg,2023-02-27T14:00:07Z
Ej8gPK4_VTs,27,"Simple, Honest, and Wildly Successful Social Media Video for Real Estate","Simple, Honest, and Wildly Successful Social Media Video for Real Estate Creating wildly successful social media videos as a ...",https://i.ytimg.com/vi/Ej8gPK4_VTs/default.jpg,UC3ZAfS1Z3J_Itfy7Rp745cg,2022-10-03T11:00:08Z
-waY4h686qU,27,Social Media Marketing Is Dead - Introducing Brand Adver-tainment,Social media is changing rapidly and the way brands market on those platforms is going to have to evolve with it to remain ...,https://i.ytimg.com/vi/-waY4h686qU/default.jpg,UCd2J-PizcFDxWHBBfRkp38Q,2022-10-12T14:00:00Z
4fpxpJej0Jk,27,The Dark Reality of Social Media!,This Is How Social Media Is Destroying Your Life - The Fake Reality --------------------------------------------- INSTAGRAM ...,https://i.ytimg.com/vi/4fpxpJej0Jk/default.jpg,UC1gDWPG73kPaiTdat8ypvAA,2021-12-20T11:35:53Z
PDxMLYCOWyM,27,Social Media Marketing for Beginners - Instagram,Sign up here for Digital Marketer School: https://digitalmarketerschool.com Free social media content guide and planner: ...,https://i.ytimg.com/vi/PDxMLYCOWyM/default.jpg,UCl0Na-giucIFjh2I9cqOnmw,2022-10-12T10:17:32Z
bJj8XEw-zCg,27,How Social Media Destroys Your Life? | Science behind Addiction | Dhruv Rathee,"How many times do you scroll Instagram, YouTube, Facebook, or any other such social media platform in an hour? Probably ...",https://i.ytimg.com/vi/bJj8XEw-zCg/default.jpg,UC-CSyyi47VX1lD9zyeABW3w,2022-05-12T15:31:36Z
U0keUj6EoDM,27,What does a Social Media Manager Really Do |  FREE Social Media Management Tasks Checklist PDF [Eng],"Hello Bosses! Are you curious about what Social Media Managers/Marketers do? If you are an aspiring or newbie SMM, this ...",https://i.ytimg.com/vi/U0keUj6EoDM/default.jpg,UCqOY9zsZrrd7MMYN-m8kcag,2022-06-21T11:00:11Z
6gWXO18h7LI,27,Should Every Business Do Social Media Marketing?,We've been living in the digital age for quite some time now – but a lot of businesses STILL don't have a social media marketing ...,https://i.ytimg.com/vi/6gWXO18h7LI/default.jpg,UCAxtC6D1jmgpWg53fuczKtw,2019-04-09T03:00:00Z
Jw7BQWaIumg,27,Using Social Media To Tell Your Small Business Story,"Strategist, Director, Professional Photographer & Amex Ambassador, Tyson Wheatley, @twheat, shares a unique story behind ...",https://i.ytimg.com/vi/Jw7BQWaIumg/default.jpg,UCAD48STRxYJVIfjHTZU7zIg,2018-09-17T21:47:35Z
1eGLnGEo1fk,27,Using Social Media for Market Research,YouTube Description Blog post link: https://www.atkasa.com/blog/ Website Link:https://www.atkasa.com/ Understand Your Target ...,https://i.ytimg.com/vi/1eGLnGEo1fk/default.jpg,UCAYSpn503v_Ni_iWjUIZLDA,2022-10-21T13:05:03Z
2d4D6Hs4Yxk,27,20 Social Media Tactics to Sell Homes FAST!,"Guaranteed Leads, Listings, & Closings https://bit.ly/3GiH7Df In this video, I, Chastin J. Miles, your go-to real estate agent, lay ...",https://i.ytimg.com/vi/2d4D6Hs4Yxk/default.jpg,UCuXovghMTETSm-amUsoX8iA,2019-02-01T21:43:15Z
nqprai0S130,27,5 Social Media Video Ideas for Real Estate Agents,"Real estate agents need to be online in their own videos, but most agents don't have time to Remember that real estate videos ...",https://i.ytimg.com/vi/nqprai0S130/default.jpg,UCdz6xAhGvoANd_9vVmFfWfg,2020-02-10T17:00:11Z
s62TW7BwboU,27,How to connect your social media account to Canva,Want to connect your social media accounts to Canva? Connect your account to Canva so that you can post directly from the ...,https://i.ytimg.com/vi/s62TW7BwboU/default.jpg,UCEDLeLo3HNQZiJOTR2svg2A,2022-07-19T06:23:39Z
4uu0_R4fjEo,27,How to Improve Social Media Marketing For HVAC &amp; Plumbers | Home Service Contractor Marketing,"HVAC, Plumbers, & Electricians can use social media marketing to grow your business. In this episode of ContractorCast our ...",https://i.ytimg.com/vi/4uu0_R4fjEo/default.jpg,UCYQaDoeQTW_6cUuE7mDBI0g,2021-03-05T13:52:11Z
d07zTo_Ltqo,27,Social Media Marketing फ्री में सीखो | Earn 50K/Month | Free SMM Courses | Roadmap,"The world has changed and now it's time for you to change too! Learn how to become a social media manager for free, tips to ...",https://i.ytimg.com/vi/d07zTo_Ltqo/default.jpg,UCsQ6_w5iUOUOMAUPclg2kcg,2022-10-02T15:51:18Z
31yF8eJJ8z0,27,Why I quit social media - my advice for artists and creatives,"UPDATE November 2021: There have been a lot of questions and comments about this video recently, although it's from 2019.",https://i.ytimg.com/vi/31yF8eJJ8z0/default.jpg,UCqLQnIaHOKeHrjZVeszhA1Q,2019-10-24T14:42:15Z
fA8o7Dst8Qc,27,"HOW TO MAKE MONEY &amp; GROW ON SOCIAL MEDIA IN 2024 (even with 0 followers) Instagram, YouTube, TikTok","If you're wondering how to make money and grow on social media FAST in 2024, this video is for you. Even if you have 0 ...",https://i.ytimg.com/vi/fA8o7Dst8Qc/default.jpg,UCS4VWcCVVI8Bcn8Dteylxzw,2022-06-12T14:00:28Z
MlkVTjBH6SM,27,Why Contractors Should NOT Outsource Their Social Media Marketing,You need to take ownership of your brand and content - not some freelancer or agency who doesn't know or care about your ...,https://i.ytimg.com/vi/MlkVTjBH6SM/default.jpg,UC_vekK71eCEFTioVcQ1y4Xg,2023-02-14T18:17:53Z
mzrY88g09Ic,27,The Untold Truth About Social Media For Small Businesses,"There's a reason most small businesses struggle to get results with social media, and it's one nobody seems to be talking about.",https://i.ytimg.com/vi/mzrY88g09Ic/default.jpg,UC5i1U95Udd4RYblltKRV9-A,2020-03-16T12:45:00Z
C9N6k3nfwao,27,Social Media And Self-Image,"Being connected to your friends, family, and everyone else online can be awesome! However, it is easy to get caught up with ...",https://i.ytimg.com/vi/C9N6k3nfwao/default.jpg,UCXQZTtGgsy6QHH2fg-OJ_eA,2021-11-11T11:26:57Z
t1lvx1sA3QU,27,Social Media Marketing for eCommerce! The Expert&#39;s Guide For Growing Your Business By Social Media,"How to successfully promote eCommerce business in social networks? In our new video, we talk about - What mistakes ...",https://i.ytimg.com/vi/t1lvx1sA3QU/default.jpg,UCAEw4vIW4_D3rTLklNdsuqQ,2021-02-02T10:44:01Z
4ut2EkAvVkI,27,How To Turn Engagement On Social Media Into Sales,How to turn engagement (likes and comments) on social media into clients and sales. Most businesses are leaving $1000's on ...,https://i.ytimg.com/vi/4ut2EkAvVkI/default.jpg,UCNnlg17shJjPLEm_z_zx0TA,2021-08-11T21:40:09Z
cKywnUGT_Kc,27,Understanding the Impact of Social Media,"Professor Huggy Rao, Lecturer Rob Siegel, MBA '94, and Michelle Cline, MBA '98, talk about the active use of social media and ...",https://i.ytimg.com/vi/cKywnUGT_Kc/default.jpg,UCGwuxdEeCf0TIA2RbPOj-8g,2020-06-02T20:05:55Z
GTo8ri1MhxU,27,The Rise of Anti-Social - Social Media Stars ... Like Elvish Yadav &amp; Rajat Dalal | Akash Banerjee,This has become a new beat for the police - handling chaapri influencers who are high on testosterone and low on respect for the ...,https://i.ytimg.com/vi/GTo8ri1MhxU/default.jpg,UCmTM_hPCeckqN3cPWtYZZcg,2024-03-18T16:15:48Z
VaYO7iSa78M,27,Social Media Marketing For Hotels | Get More Customers For Hotels Using Social Media,"Social Media Marketing for Hotels - Sounds like a lot of people already do! Well, the answer is NO! Hotels often end up doing ...",https://i.ytimg.com/vi/VaYO7iSa78M/default.jpg,UCRZhV5DzrHtm5u_guiMaxIQ,2022-12-23T14:30:35Z
nEXEAHuUxp4,27,5 Proven Strategies To Increase Your Sales On Social Media,5 Proven Strategies To Increase Your Sales On Social Media 2023 Increase your sales on Social Media with these 5 proven ...,https://i.ytimg.com/vi/nEXEAHuUxp4/default.jpg,UCLCeYjDpfs_UxFVpdeNLT7Q,2023-01-23T00:46:29Z
aJdcNeDIw1E,27,Content Pillars 🔥  |  Why YOU NEED them in Your SOCIAL MEDIA STRATEGY!,Content pillars are a fantastic way to plan content fast and improve your overall social media strategy. If you're looking to create ...,https://i.ytimg.com/vi/aJdcNeDIw1E/default.jpg,UClq3ek6ILSxJSJ_azMtz3FQ,2021-04-28T12:00:23Z
cSBWTJaQzcg,27,Start an Ai Social Media Management Business With Chat GPT,Start an Ai Social Media Management Business With Chat GPT Exclusive FREE Internet Income Network Discord: ...,https://i.ytimg.com/vi/cSBWTJaQzcg/default.jpg,UCy7eWrdNFG9yQob9zHCz5mQ,2022-12-26T21:42:01Z
1Ev2FTrgVJg,27,Social Media for Business - Which Network is Right For You?,Social Media for business marketing http://www.leftclickrightclick.com In this video we look at the differences between the main ...,https://i.ytimg.com/vi/1Ev2FTrgVJg/default.jpg,UCVHNjtrbe3JfB7YY8e991FQ,2016-08-25T15:34:45Z
YI_KSG6S8bc,27,Social Selling 101: How To Generate REAL Sales Leads with Social Media,"Be sure to register for the free training on ""5 Keys to Double or Triple Sales in a Down Market: Web-Training"" ...",https://i.ytimg.com/vi/YI_KSG6S8bc/default.jpg,UC3bLxUg5G7D8ImDI9V_f2qg,2020-06-24T18:28:12Z
mmsTyD-Sp-o,27,What If You Spent Too Much Time On Phone? | Social Media | The Dr Binocs Show | Peekaboo Kidz,What If You Spent Too Much Time On Phone? | Social Media- Boon or Bane? | Reduce Phone Usage | Social Media Addiction ...,https://i.ytimg.com/vi/mmsTyD-Sp-o/default.jpg,UCxlJ45KjG4XVcQ_hd8j227A,2023-01-03T12:46:17Z
xuoVMf74HMU,27,Supercharge your social media marketing with a virtual assistant team,A Virtual Assistant team can take the load off your shoulders and supercharge your social media marketing. So if you're feeling ...,https://i.ytimg.com/vi/xuoVMf74HMU/default.jpg,UCyMnAdtY4OBM-I9KDx7XFoA,2023-05-31T01:25:48Z
rz5Nrdz-wps,27,Hacking The Music Industry With Social Media,"Gary talks about the story of Russ and TikTok, how Lil Nas X hacked social media and how people in the music industry should try ...",https://i.ytimg.com/vi/rz5Nrdz-wps/default.jpg,UCOEMEjL1GBJ41uCWur5VXWQ,2022-10-20T17:51:12Z
uO0Lv_czNLM,27,7 Social Media Marketing Tips to Promote Your Hotel,"The rise of social media platforms like Facebook, Twitter, LinkedIn, and Instagram has meant that social media marketing is now ...",https://i.ytimg.com/vi/uO0Lv_czNLM/default.jpg,UCfMhyj6PF88ZrfilrAx0GRg,2022-02-02T00:20:28Z
j-DJC9-t7K0,27,Six Real-World Examples of Social Media HIPAA Violations,"Even if you accidentally post a picture that contains protected health information in the background, it's still a breach. Posting ...",https://i.ytimg.com/vi/j-DJC9-t7K0/default.jpg,UCi4Kl4-IsNdgsteXlBKoY0A,2019-11-20T13:00:12Z
1kwpxf9GKIY,27,"How To Use Social Media To Market a Food Brand, 5 min with Jessica Uttinger of Killer Brownie",Listen to the Full Episode: https://podcast.branddesignmasters.com/69 Jessica shares her story of pursuing a photography career ...,https://i.ytimg.com/vi/1kwpxf9GKIY/default.jpg,UCd2J-PizcFDxWHBBfRkp38Q,2022-09-29T13:00:02Z
rYVcIP16TAU,27,"Social Media Content Ideas That’ll Attract Likes, Organic Reach, and Engagement","Discover Social Media Content Ideas That'll Attract Likes, Organic Reach, and Engagement Start & Scale A Successful Agency ...",https://i.ytimg.com/vi/rYVcIP16TAU/default.jpg,UCKU0u3VbuYn0wD3CUr-Yn6A,2022-02-22T14:00:23Z
